,actions,next_state,start,positions,rewards,possibility
845.871712662,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[845.87171266159135, 845.87171266159135, 845.87171266159135, 845.87171266159135, 845.87171266159135, 845.87171266159135, 845.87171266159135, 845.87171266159135, 845.87171266159135]",341,"[341.0, 341.0, 341.0, 341.0, 341.0, 341.0, 341.0, 341.0, 341.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
257.229312628,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[257.22931262778445, 257.22931262778445, 257.22931262778445, 257.22931262778445, 257.22931262778445, 257.22931262778445, 257.22931262778445, 257.22931262778445, 257.22931262778445]",342,"[342.0, 342.0, 342.0, 342.0, 342.0, 342.0, 342.0, 342.0, 342.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
849.204469764,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[849.20446976421294, 849.20446976421294, 849.20446976421294, 849.20446976421294, 849.20446976421294, 849.20446976421294, 849.20446976421294, 849.20446976421294, 849.20446976421294]",343,"[343.0, 343.0, 343.0, 343.0, 343.0, 343.0, 343.0, 343.0, 343.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
2908.92194861,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[2908.9219486056395, 2908.9219486056395, 2908.9219486056395, 2908.9219486056395, 2908.9219486056395, 2908.9219486056395, 2908.9219486056395, 2908.9219486056395, 2908.9219486056395]",344,"[344.0, 344.0, 344.0, 344.0, 344.0, 344.0, 344.0, 344.0, 344.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
5650.50189328,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5650.5018932795938, 5650.5018932795938, 5650.5018932795938, 5650.5018932795938, 5650.5018932795938, 5650.5018932795938, 5650.5018932795938, 5650.5018932795938, 5650.5018932795938]",345,"[345.0, 345.0, 345.0, 345.0, 345.0, 345.0, 345.0, 345.0, 345.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
3320.03144169,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3320.0314416922424, 3320.0314416922424, 3320.0314416922424, 3320.0314416922424, 3320.0314416922424, 3320.0314416922424, 3320.0314416922424, 3320.0314416922424, 3320.0314416922424]",346,"[346.0, 346.0, 346.0, 346.0, 346.0, 346.0, 346.0, 346.0, 346.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
1357.16896369,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[1357.1689636890906, 1357.1689636890906, 1357.1689636890906, 1357.1689636890906, 1357.1689636890906, 1357.1689636890906, 1357.1689636890906, 1357.1689636890906, 1357.1689636890906]",347,"[347.0, 347.0, 347.0, 347.0, 347.0, 347.0, 347.0, 347.0, 347.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
3030.81972924,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[3030.8197292449281, 3030.8197292449281, 3030.8197292449281, 3030.8197292449281, 3030.8197292449281, 3030.8197292449281, 3030.8197292449281, 3030.8197292449281, 3030.8197292449281]",348,"[348.0, 348.0, 348.0, 348.0, 348.0, 348.0, 348.0, 348.0, 348.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",349,"[349.0, 349.0, 349.0, 349.0, 349.0, 349.0, 349.0, 349.0, 349.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",350,"[350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0]","[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]"
